Date,Open,High,Low,Close,Adj Close,Volume
2019-02-27,5565.0,5570.0,5545.0,5565.0,506.901.220.703.125,78519500
2019-02-28,5570.0,5580.0,5510.0,5515.0,502.346.875,99366000
2019-03-01,5565.0,5600.0,5535.0,5540.0,50.462.412.109.375,72589500
2019-03-04,5520.0,5540.0,5515.0,5535.0,504.168.603.515.625,63910500
2019-03-05,5500.0,5505.0,5440.0,5495.0,50.052.509.765.625,46499500
2019-03-06,5555.0,5555.0,5490.0,5490.0,500.069.677.734.375,37777000
2019-03-07,5490.0,5490.0,5490.0,5490.0,500.069.677.734.375,0
2019-03-08,5545.0,5570.0,5440.0,5440.0,49.551.533.203.125,61126000
2019-03-11,5530.0,5530.0,5460.0,5505.0,501.435.986.328.125,32469000
2019-03-12,5540.0,5540.0,5450.0,5500.0,500.980.615.234.375,40178500
2019-03-13,5450.0,5505.0,5450.0,5500.0,500.980.615.234.375,17722000
2019-03-14,5450.0,5495.0,5450.0,5480.0,49.915.888.671.875,41096000
2019-03-15,5520.0,5545.0,5485.0,5540.0,50.462.412.109.375,41759500
2019-03-18,5555.0,5560.0,5535.0,5550.0,5.055.349.609.375,42791000
2019-03-19,5540.0,5545.0,5485.0,5490.0,500.069.677.734.375,51527000
2019-03-20,5540.0,5555.0,5465.0,5470.0,49.824.794.921.875,42388500
2019-03-21,5490.0,5520.0,5465.0,5475.0,498.703.369.140.625,39866000
2019-03-22,5465.0,5500.0,5465.0,5485.0,499.614.306.640.625,29601000
2019-03-25,5440.0,5500.0,5440.0,5455.0,496.881.640.625,23054500
2019-03-26,5480.0,5510.0,5455.0,5470.0,49.824.794.921.875,19895500
2019-03-27,5510.0,5510.0,5460.0,5485.0,499.614.306.640.625,17804500
2019-03-28,5460.0,5485.0,5425.0,5470.0,49.824.794.921.875,32187500
2019-03-29,5515.0,5530.0,5460.0,5510.0,501.891.357.421.875,36234000
2019-04-01,5550.0,5550.0,5480.0,5500.0,500.980.615.234.375,21786000
2019-04-02,5530.0,5570.0,5480.0,5500.0,500.980.615.234.375,36853000
2019-04-03,5500.0,5500.0,5500.0,5500.0,500.980.615.234.375,0
2019-04-04,5540.0,5560.0,5490.0,5540.0,50.462.412.109.375,48112000
2019-04-05,5560.0,5560.0,5525.0,5530.0,503.713.232.421.875,21913500
2019-04-08,5505.0,5540.0,5450.0,5480.0,49.915.888.671.875,39910000
2019-04-09,5535.0,5550.0,5515.0,5535.0,504.168.603.515.625,29447000
2019-04-10,5550.0,5555.0,5515.0,5525.0,503.257.763.671.875,19508500
2019-04-11,5560.0,5560.0,5480.0,5480.0,49.915.888.671.875,25356000
2019-04-12,5460.0,5510.0,5460.0,5500.0,500.980.615.234.375,18577000
2019-04-15,5560.0,5570.0,5490.0,5505.0,501.435.986.328.125,68152000
2019-04-16,5495.0,5505.0,5475.0,5495.0,50.052.509.765.625,71017000
2019-04-17,5495.0,5495.0,5495.0,5495.0,50.052.509.765.625,0
2019-04-18,5600.0,5805.0,5580.0,5625.0,512.366.455.078.125,129332500
2019-04-19,5625.0,5625.0,5625.0,5625.0,512.366.455.078.125,0
2019-04-22,5625.0,5680.0,5585.0,5625.0,512.366.455.078.125,62837500
2019-04-23,5680.0,5710.0,5595.0,5630.0,512.821.923.828.125,48654000
2019-04-24,5640.0,5640.0,5600.0,5630.0,51.750.986.328.125,46975000
2019-04-25,5535.0,5620.0,5525.0,5595.0,514.292.724.609.375,61482500
2019-04-26,5585.0,5645.0,5570.0,5620.0,516.590.625,66204500
2019-04-29,5610.0,5695.0,5595.0,5685.0,5.225.654.296.875,65480500
2019-04-30,5670.0,5760.0,5670.0,5750.0,528.540.283.203.125,107607500
2019-05-01,5750.0,5750.0,5750.0,5750.0,528.540.283.203.125,0
2019-05-02,5800.0,5810.0,5675.0,5685.0,5.225.654.296.875,80879500
2019-05-03,5680.0,5750.0,5615.0,5675.0,521.646.240.234.375,58244500
2019-05-06,5600.0,5660.0,5595.0,5620.0,516.590.625,36649500
2019-05-07,5675.0,5710.0,5650.0,5660.0,520.267.431.640.625,59177000
2019-05-08,5600.0,5700.0,5595.0,5700.0,52.394.423.828.125,59062000
2019-05-09,5700.0,5700.0,5625.0,5630.0,51.750.986.328.125,126636500
2019-05-10,5610.0,5680.0,5600.0,5610.0,515.671.435.546.875,76130500
2019-05-13,5680.0,5695.0,5600.0,5610.0,515.671.435.546.875,63720500
2019-05-14,5560.0,5630.0,5495.0,5495.0,505.100.634.765.625,114800500
2019-05-15,5555.0,5555.0,5445.0,5460.0,501.883.447.265.625,72065000
2019-05-16,5460.0,5480.0,5280.0,5280.0,485.337.841.796.875,87939000
2019-05-17,5280.0,5310.0,5180.0,5180.0,47.614.580.078.125,74207000
2019-05-20,5180.0,5390.0,5140.0,5380.0,494.529.833.984.375,54764500
2019-05-21,5470.0,5495.0,5400.0,5460.0,501.883.447.265.625,97371000
2019-05-22,5530.0,5530.0,5400.0,5460.0,501.883.447.265.625,38519000
2019-05-23,5440.0,5605.0,5340.0,5605.0,515.211.865.234.375,54926000
2019-05-24,5610.0,5630.0,5605.0,5610.0,515.671.435.546.875,37402000
2019-05-27,5535.0,5700.0,5530.0,5685.0,5.225.654.296.875,68564000
2019-05-28,5655.0,5770.0,5655.0,5735.0,52.716.142.578.125,209923000
2019-05-29,5800.0,5895.0,5730.0,5740.0,527.621.044.921.875,133044500
2019-05-30,5740.0,5740.0,5740.0,5740.0,527.621.044.921.875,0
2019-05-31,5740.0,5870.0,5735.0,5820.0,53.497.470.703.125,96875000
2019-06-03,5820.0,5820.0,5820.0,5820.0,53.497.470.703.125,0
2019-06-04,5820.0,5820.0,5820.0,5820.0,53.497.470.703.125,0
2019-06-05,5820.0,5820.0,5820.0,5820.0,53.497.470.703.125,0
2019-06-06,5820.0,5820.0,5820.0,5820.0,53.497.470.703.125,0
2019-06-07,5820.0,5820.0,5820.0,5820.0,53.497.470.703.125,0
2019-06-10,6000.0,6190.0,5810.0,5880.0,540.489.892.578.125,179238000
2019-06-11,5900.0,5960.0,5845.0,5910.0,54.324.755.859.375,72901000
2019-06-12,5840.0,5900.0,5820.0,5845.0,537.272.607.421.875,69255500
2019-06-13,5885.0,5885.0,5790.0,5805.0,5.335.958.984.375,78802500
2019-06-14,5845.0,5845.0,5790.0,5800.0,533.136.279.296.875,57220500
2019-06-17,5810.0,5840.0,5790.0,5795.0,532.676.611.328.125,83624000
2019-06-18,5795.0,5900.0,5795.0,5900.0,542.328.271.484.375,78788000
2019-06-19,5900.0,5960.0,5890.0,5940.0,546.005.029.296.875,66944500
2019-06-20,5900.0,5940.0,5805.0,5910.0,54.324.755.859.375,59504500
2019-06-21,5910.0,5935.0,5840.0,5880.0,540.489.892.578.125,144149000
2019-06-24,5895.0,5900.0,5865.0,5875.0,5.400.302.734.375,30084000
2019-06-25,5930.0,5960.0,5875.0,5910.0,54.324.755.859.375,40561500
2019-06-26,5940.0,5940.0,5860.0,5865.0,539.111.083.984.375,59334500
2019-06-27,5850.0,5935.0,5805.0,5935.0,54.554.541.015.625,77525000
2019-06-28,5980.0,5995.0,5960.0,5995.0,551.060.595.703.125,80919000
2019-07-01,5995.0,6025.0,5965.0,5990.0,55.060.107.421.875,56612500
2019-07-02,5990.0,6000.0,5950.0,6000.0,551.520.263.671.875,48563500
2019-07-03,5950.0,6000.0,5940.0,6000.0,551.520.263.671.875,43640000
2019-07-04,6000.0,6010.0,5965.0,5990.0,55.060.107.421.875,28224500
2019-07-05,6020.0,6020.0,5970.0,5970.0,548.762.744.140.625,32722500
2019-07-08,5935.0,5960.0,5865.0,5880.0,540.489.892.578.125,38361000
2019-07-09,5870.0,6000.0,5870.0,6000.0,551.520.263.671.875,47740500
2019-07-10,6000.0,6040.0,5995.0,6000.0,551.520.263.671.875,52183500
2019-07-11,6020.0,6025.0,5980.0,6025.0,55.381.826.171.875,34279500
2019-07-12,6000.0,6030.0,5995.0,6010.0,552.439.404.296.875,29838000
2019-07-15,6060.0,6115.0,6035.0,6105.0,561.171.875,61453500
2019-07-16,6080.0,6105.0,6070.0,6085.0,5.593.333.984.375,38075000
2019-07-17,6080.0,6150.0,6045.0,6150.0,565.308.349.609.375,45487000
2019-07-18,6100.0,6170.0,6055.0,6145.0,5.648.486.328.125,43625500
2019-07-19,6195.0,6210.0,6150.0,6200.0,569.904.296.875,43973500
2019-07-22,6260.0,6290.0,6200.0,6290.0,578.177.099.609.375,37314500
2019-07-23,6240.0,6290.0,6205.0,6235.0,573.121.435.546.875,39129500
2019-07-24,6260.0,6265.0,6165.0,6250.0,574.500.244.140.625,51343500
2019-07-25,6270.0,6275.0,6200.0,6250.0,574.500.244.140.625,53477500
2019-07-26,6250.0,6250.0,6190.0,6195.0,569.444.677.734.375,51797500
2019-07-29,6220.0,6230.0,6160.0,6190.0,568.985.009.765.625,68509500
2019-07-30,6205.0,6250.0,6190.0,6220.0,57.174.267.578.125,38225500
2019-07-31,6190.0,6240.0,6180.0,6190.0,568.985.009.765.625,64129000
2019-08-01,6190.0,6270.0,6185.0,6210.0,570.823.486.328.125,78228000
2019-08-02,6160.0,6205.0,6160.0,6165.0,566.687.109.375,62989500
2019-08-05,6215.0,6215.0,6000.0,6000.0,551.520.263.671.875,90924000
2019-08-06,5880.0,5955.0,5765.0,5880.0,540.489.892.578.125,183296000
2019-08-07,5975.0,6050.0,5905.0,6010.0,552.439.404.296.875,92102000
2019-08-08,6010.0,6080.0,5980.0,6005.0,551.979.833.984.375,58295500
2019-08-09,6055.0,6120.0,6055.0,6065.0,557.494.970.703.125,48118500
2019-08-12,6070.0,6080.0,6000.0,6040.0,5.551.970.703.125,52705000
2019-08-13,6000.0,6040.0,6000.0,6015.0,5.528.990.234.375,84406000
2019-08-14,6040.0,6060.0,5980.0,6010.0,552.439.404.296.875,81942000
2019-08-15,5920.0,6000.0,5860.0,6000.0,551.520.263.671.875,52561500
2019-08-16,6040.0,6040.0,5960.0,5960.0,54.784.345.703.125,49821500
2019-08-19,6030.0,6030.0,5965.0,6015.0,5.528.990.234.375,30619000
2019-08-20,6035.0,6035.0,5985.0,5985.0,55.014.150.390.625,58393500
2019-08-21,6000.0,6005.0,5975.0,5975.0,549.222.265.625,55927500
2019-08-22,5925.0,6000.0,5920.0,6000.0,551.520.263.671.875,65888000
2019-08-23,5920.0,5995.0,5905.0,5995.0,551.060.595.703.125,33083500
2019-08-26,5940.0,6000.0,5860.0,5990.0,55.060.107.421.875,41388500
2019-08-27,6040.0,6040.0,5950.0,6005.0,551.979.833.984.375,123780000
2019-08-28,6000.0,6020.0,5985.0,5995.0,551.060.595.703.125,55688000
2019-08-29,5990.0,6025.0,5985.0,6005.0,551.979.833.984.375,51525500
2019-08-30,6080.0,6100.0,6005.0,6100.0,56.071.220.703.125,73650000
2019-09-02,6100.0,6100.0,6000.0,6000.0,551.520.263.671.875,42429000
2019-09-03,6000.0,6055.0,6000.0,6055.0,55.657.587.890.625,42743500
2019-09-04,6060.0,6060.0,6005.0,6020.0,55.335.869.140.625,41979000
2019-09-05,6085.0,6085.0,6015.0,6040.0,5.551.970.703.125,53650500
2019-09-06,6060.0,6060.0,6025.0,6025.0,55.381.826.171.875,54349000
2019-09-09,6050.0,6055.0,5980.0,6035.0,5.547.375,25912000
2019-09-10,6020.0,6055.0,5985.0,6055.0,55.657.587.890.625,40291000
2019-09-11,6050.0,6100.0,6010.0,6100.0,56.071.220.703.125,45243500
2019-09-12,6100.0,6105.0,6010.0,6020.0,55.335.869.140.625,40034000
2019-09-13,6080.0,6090.0,6010.0,6030.0,554.277.880.859.375,28419500
2019-09-16,6000.0,6015.0,5985.0,6005.0,551.979.833.984.375,77289000
2019-09-17,5990.0,6035.0,5985.0,6030.0,554.277.880.859.375,92037500
2019-09-18,5990.0,6040.0,5990.0,6040.0,5.551.970.703.125,28667000
2019-09-19,6015.0,6045.0,6000.0,6030.0,554.277.880.859.375,61988500
2019-09-20,6050.0,6050.0,5990.0,5990.0,55.060.107.421.875,133433000
2019-09-23,6030.0,6030.0,6000.0,6025.0,55.381.826.171.875,47231500
2019-09-24,5980.0,6000.0,5940.0,5945.0,546.464.697.265.625,79718500
2019-09-25,5900.0,5935.0,5780.0,5935.0,54.554.541.015.625,88620000
2019-09-26,6000.0,6060.0,5970.0,6060.0,557.035.546.875,109859000
2019-09-27,6005.0,6075.0,6000.0,6070.0,5.579.546.875,48010000
2019-09-30,6070.0,6070.0,6005.0,6070.0,5.579.546.875,73391000
2019-10-01,6010.0,6065.0,6010.0,6040.0,5.551.970.703.125,40057000
2019-10-02,6010.0,6070.0,6010.0,6050.0,5.561.162.109.375,52376500
2019-10-03,6010.0,6045.0,5950.0,6040.0,5.551.970.703.125,50269000
2019-10-04,5980.0,6065.0,5980.0,6045.0,555.656.640.625,56890500
2019-10-07,6070.0,6080.0,6050.0,6070.0,5.579.546.875,56705500
2019-10-08,6080.0,6100.0,6015.0,6100.0,56.071.220.703.125,46997500
2019-10-09,6100.0,6100.0,6050.0,6070.0,5.579.546.875,41496500
2019-10-10,6020.0,6110.0,6020.0,6110.0,5.616.314.453.125,65806500
2019-10-11,6080.0,6155.0,6080.0,6125.0,56.301.025.390.625,40863500
2019-10-14,6130.0,6200.0,6130.0,6200.0,569.904.296.875,37514500
2019-10-15,6190.0,6190.0,6145.0,6175.0,567.606.201.171.875,40935000
2019-10-16,6200.0,6215.0,6175.0,6215.0,5.712.830.078.125,65776500
2019-10-17,6185.0,6210.0,6105.0,6115.0,562.091.064.453.125,45666500
2019-10-18,6160.0,6170.0,6140.0,6160.0,566.227.392.578.125,41008500
2019-10-21,6200.0,6255.0,6185.0,6220.0,57.174.267.578.125,59971500
2019-10-22,6270.0,6300.0,6225.0,6300.0,5.790.962.890.625,67259500
2019-10-23,6300.0,6305.0,6260.0,6275.0,576.798.388.671.875,62219000
2019-10-24,6290.0,6320.0,6270.0,6300.0,5.790.962.890.625,73101000
2019-10-25,6320.0,6325.0,6175.0,6200.0,569.904.296.875,61929500
2019-10-28,6200.0,6250.0,6200.0,6205.0,570.363.916.015.625,43249500
2019-10-29,6205.0,6240.0,6150.0,6220.0,57.174.267.578.125,79861500
2019-10-30,6280.0,6285.0,6200.0,6265.0,5.758.791.015.625,60738000
2019-10-31,6270.0,6300.0,6250.0,6290.0,578.177.099.609.375,58420500
2019-11-01,6300.0,6325.0,6275.0,6325.0,581.394.287.109.375,42080500
2019-11-04,6350.0,6380.0,6260.0,6275.0,576.798.388.671.875,43794500
2019-11-05,6350.0,6360.0,6270.0,6360.0,5.846.115.234.375,66161500
2019-11-06,6380.0,6380.0,6295.0,6295.0,578.636.669.921.875,63393000
2019-11-07,6335.0,6335.0,6250.0,6285.0,577.717.431.640.625,61972000
2019-11-08,6315.0,6315.0,6250.0,6280.0,5.772.578.125,90040500
2019-11-11,6335.0,6340.0,6265.0,6295.0,578.636.669.921.875,70207000
2019-11-12,6220.0,6280.0,6220.0,6265.0,5.758.791.015.625,47635500
2019-11-13,6265.0,6285.0,6265.0,6280.0,5.772.578.125,40083500
2019-11-14,6265.0,6280.0,6210.0,6270.0,576.338.671.875,37862000
2019-11-15,6280.0,6290.0,6255.0,6275.0,576.798.388.671.875,47138000
2019-11-18,6245.0,6285.0,6210.0,6280.0,5.772.578.125,65599000
2019-11-19,6330.0,6350.0,6300.0,6315.0,580.475.146.484.375,60115000
2019-11-20,6255.0,6350.0,6255.0,6350.0,583.692.333.984.375,43229500
2019-11-21,6350.0,6350.0,6300.0,6300.0,5.790.962.890.625,57523500
2019-11-22,6280.0,6310.0,6270.0,6305.0,579.555.908.203.125,56035000
2019-11-25,6330.0,6335.0,6275.0,6275.0,576.798.388.671.875,55133500
2019-11-26,6330.0,6330.0,6270.0,6285.0,577.717.431.640.625,192783500
2019-11-27,6270.0,6300.0,6240.0,6300.0,5.790.962.890.625,58833500
2019-11-28,6295.0,6295.0,6245.0,6250.0,574.500.244.140.625,44248000
2019-11-29,6230.0,6295.0,6225.0,6280.0,5.772.578.125,52954500
2019-12-02,6280.0,6425.0,6270.0,6425.0,590.586.328.125,49909000
2019-12-03,6420.0,6420.0,6345.0,6375.0,585.990.283.203.125,42823000
2019-12-04,6360.0,6400.0,6355.0,6365.0,585.071.044.921.875,37552000
2019-12-05,6360.0,6385.0,6330.0,6340.0,58.277.294.921.875,54168000
2019-12-06,6340.0,6395.0,6320.0,6395.0,589.688.916.015.625,69920500
2019-12-09,6370.0,6395.0,6360.0,6395.0,589.688.916.015.625,51667500
2019-12-10,6395.0,6400.0,6360.0,6365.0,58.692.255.859.375,57654000
2019-12-11,6365.0,6385.0,6350.0,6380.0,58.830.576.171.875,48469000
2019-12-12,6400.0,6405.0,6340.0,6340.0,584.617.236.328.125,79198500
2019-12-13,6395.0,6420.0,6350.0,6360.0,5.864.615.234.375,70822500
2019-12-16,6340.0,6395.0,6340.0,6360.0,5.864.615.234.375,78684000
2019-12-17,6395.0,6500.0,6365.0,6500.0,599.371.044.921.875,102914500
2019-12-18,6500.0,6800.0,6440.0,6755.0,622.884.814.453.125,181804000
2019-12-19,6700.0,6720.0,6590.0,6600.0,608.592.138.671.875,74171000
2019-12-20,6680.0,6740.0,6610.0,6660.0,614.124.755.859.375,99453000
2019-12-23,6680.0,6730.0,6650.0,6660.0,614.124.755.859.375,46558500
2019-12-26,6660.0,6725.0,6660.0,6680.0,615.968.994.140.625,38188500
2019-12-27,6670.0,6700.0,6670.0,6695.0,6.173.521.484.375,29945000
2019-12-30,6680.0,6720.0,6670.0,6685.0,616.430.078.125,61168000
2020-01-02,6695.0,6780.0,6680.0,6690.0,61.689.111.328.125,49445000
2020-01-03,6750.0,6800.0,6725.0,6800.0,62.703.427.734.375,47755500
2020-01-06,6720.0,6750.0,6690.0,6735.0,621.040.625,27300000
2020-01-07,6735.0,6770.0,6730.0,6740.0,62.150.166.015.625,45022500
2020-01-08,6670.0,6745.0,6670.0,6680.0,615.968.994.140.625,53692500
2020-01-09,6740.0,6755.0,6730.0,6740.0,62.150.166.015.625,40363500
2020-01-10,6765.0,6825.0,6710.0,6725.0,620.118.505.859.375,73362000
2020-01-13,6740.0,6760.0,6735.0,6745.0,6.219.626.953.125,67855000
2020-01-14,6745.0,6885.0,6740.0,6870.0,6.334.890.625,93582000
2020-01-15,6870.0,7060.0,6800.0,6835.0,63.026.171.875,75623500
2020-01-16,6805.0,6890.0,6795.0,6850.0,631.644.921.875,88931500
2020-01-17,6840.0,6890.0,6800.0,6875.0,6.339.501.953.125,38249500
2020-01-20,6950.0,6975.0,6830.0,6835.0,63.026.171.875,93554500
2020-01-21,6885.0,6895.0,6825.0,6830.0,62.980.068.359.375,103984500
2020-01-22,6855.0,6895.0,6835.0,6840.0,630.722.802.734.375,94311500
2020-01-23,6885.0,6895.0,6830.0,6840.0,630.722.802.734.375,87728000
2020-01-24,6820.0,6880.0,6810.0,6810.0,627.956.396.484.375,69653500
2020-01-27,6865.0,6940.0,6815.0,6840.0,630.722.802.734.375,39679000
2020-01-28,6835.0,6845.0,6755.0,6790.0,626.112.158.203.125,82615000
2020-01-29,6800.0,6845.0,6770.0,6785.0,625.651.220.703.125,43821000
2020-01-30,6845.0,6845.0,6730.0,6740.0,62.150.166.015.625,71990000
2020-01-31,6800.0,6805.0,6480.0,6480.0,597.526.806.640.625,163136500
2020-02-03,6480.0,6585.0,6370.0,6440.0,59.383.837.890.625,149797000
2020-02-04,6570.0,6620.0,6520.0,6600.0,608.592.138.671.875,113316500
2020-02-05,6780.0,6780.0,6650.0,6730.0,620.579.541.015.625,123002500
2020-02-06,6740.0,6780.0,6680.0,6740.0,62.150.166.015.625,154693500
2020-02-07,6710.0,6780.0,6705.0,6760.0,6.233.458.984.375,82609000
2020-02-10,6760.0,6785.0,6630.0,6785.0,625.651.220.703.125,66578500
2020-02-11,6785.0,6785.0,6745.0,6780.0,62.519.013.671.875,77526500
2020-02-12,6800.0,6800.0,6760.0,6800.0,62.703.427.734.375,69971500
2020-02-13,6820.0,6820.0,6740.0,6790.0,626.112.158.203.125,49737000
2020-02-14,6780.0,6795.0,6675.0,6680.0,615.968.994.140.625,147028500
2020-02-17,6680.0,6750.0,6680.0,6720.0,619.657.421.875,115319000
2020-02-18,6685.0,6720.0,6670.0,6695.0,6.173.521.484.375,98436500
2020-02-19,6665.0,6760.0,6665.0,6695.0,6.173.521.484.375,74594000
2020-02-20,6690.0,6695.0,6565.0,6595.0,6.081.310.546.875,136724500
2020-02-21,6600.0,6660.0,6595.0,6615.0,609.975.244.140.625,98261000
2020-02-24,6565.0,6600.0,6510.0,6525.0,601.676.318.359.375,84910000
2020-02-25,6550.0,6560.0,6510.0,6530.0,602.137.451.171.875,86446500
2020-02-26,6500.0,6535.0,6420.0,6420.0,591.994.189.453.125,92824500
2020-02-27,6470.0,6475.0,6200.0,6290.0,580.006.787.109.375,129254500
2020-02-28,6200.0,6290.0,6035.0,6290.0,580.006.787.109.375,169946500
2020-03-02,6290.0,6290.0,6035.0,6080.0,56.064.248.046.875,144871500
2020-03-03,6200.0,6350.0,6200.0,6320.0,582.773.046.875,114663500
2020-03-04,6315.0,6500.0,6260.0,6440.0,59.383.837.890.625,83025000
2020-03-05,6540.0,6540.0,6340.0,6435.0,593.377.392.578.125,77583000
2020-03-06,6350.0,6350.0,6200.0,6200.0,5.717.078.125,77835500
2020-03-09,6000.0,6040.0,5785.0,5785.0,533.440.185.546.875,140889500
2020-03-10,5840.0,6010.0,5840.0,5925.0,54.634.970.703.125,133667000
2020-03-11,5950.0,5980.0,5790.0,5850.0,539.433.935.546.875,93204500
2020-03-12,5600.0,5640.0,5460.0,5560.0,512.692.822.265.625,129845500
2020-03-13,5560.0,5560.0,5560.0,5560.0,512.692.822.265.625,0
2020-03-16,5560.0,5560.0,5560.0,5560.0,512.692.822.265.625,0
2020-03-17,5495.0,5505.0,5120.0,5120.0,472.119.970.703.125,212200000
2020-03-18,5120.0,5380.0,4765.0,5000.0,461.054.638.671.875,180053500
2020-03-19,4995.0,4995.0,4650.0,4650.0,428.780.810.546.875,264419000
2020-03-20,4600.0,5385.0,4325.0,4735.0,436.618.798.828.125,335132000
2020-03-23,4760.0,5000.0,4405.0,4430.0,408.494.482.421.875,217843500
2020-03-24,4450.0,4995.0,4450.0,4500.0,414.949.267.578.125,253971000
2020-03-26,4650.0,5395.0,4650.0,5280.0,48.687.373.046.875,331633000
2020-03-27,5360.0,5895.0,5355.0,5510.0,5.080.822.265.625,269683000
2020-03-30,5480.0,5555.0,5155.0,5495.0,506.699.072.265.625,159964500
2020-03-31,5660.0,5710.0,5485.0,5525.0,509.465.380.859.375,182638500
2020-04-01,5560.0,5750.0,5425.0,5480.0,505.315.966.796.875,152831500
2020-04-02,5470.0,5470.0,5360.0,5410.0,4.988.611.328.125,136623500
2020-04-03,5460.0,5530.0,5365.0,5495.0,506.699.072.265.625,110506000
2020-04-06,5520.0,5740.0,5495.0,5735.0,5.288.296.875,78184000
2020-04-07,5735.0,6100.0,5580.0,5655.0,521.452.880.859.375,149153500
2020-04-08,5655.0,5660.0,5480.0,5635.0,519.608.544.921.875,106111500
2020-04-09,5600.0,5695.0,5500.0,5595.0,51.592.021.484.375,89997000
2020-04-13,5540.0,5615.0,5480.0,5500.0,507.160.107.421.875,58043000
2020-04-14,5505.0,5590.0,5445.0,5515.0,508.543.359.375,95796000
2020-04-15,5515.0,5630.0,5445.0,5485.0,505.776.953.125,95342000
2020-04-16,5485.0,5520.0,5185.0,5240.0,483.185.302.734.375,176990500
2020-04-17,5300.0,5445.0,5280.0,5425.0,500.244.287.109.375,160935500
2020-04-20,5430.0,5500.0,5330.0,5355.0,493.789.501.953.125,90744000
2020-04-21,5355.0,5355.0,5160.0,5160.0,484.033.837.890.625,73431000
2020-04-22,5160.0,5235.0,5045.0,5145.0,482.626.708.984.375,107263500
2020-04-23,5180.0,5245.0,5120.0,5120.0,480.281.591.796.875,105419500
2020-04-24,5120.0,5140.0,4920.0,4920.0,46.152.060.546.875,131149500
2020-04-27,4940.0,5020.0,4855.0,4960.0,46.527.275.390.625,151103500
2020-04-28,4960.0,4975.0,4805.0,4830.0,453.078.125,180488000
2020-04-29,4825.0,4850.0,4800.0,4850.0,454.954.248.046.875,121161000
2020-04-30,4880.0,5250.0,4880.0,5170.0,484.971.923.828.125,174081000
2020-05-04,5150.0,5300.0,5000.0,5220.0,489.662.109.375,114497500
2020-05-05,5220.0,5340.0,5200.0,5285.0,495.759.423.828.125,118643500
2020-05-06,5315.0,5370.0,5300.0,5355.0,50.232.578.125,86395500
2020-05-08,5345.0,5400.0,5150.0,5245.0,492.007.275.390.625,123028000
2020-05-11,5245.0,5325.0,5245.0,5295.0,49.669.755.859.375,40615500
2020-05-12,5340.0,5340.0,5030.0,5220.0,489.662.109.375,118660000
2020-05-13,5160.0,5170.0,5085.0,5110.0,479.343.603.515.625,94973000
2020-05-14,5070.0,5110.0,4905.0,4920.0,46.152.060.546.875,131268000
2020-05-15,4920.0,4995.0,4680.0,4785.0,448.856.884.765.625,205790000
2020-05-18,4800.0,4845.0,4750.0,4765.0,446.980.859.375,139997500
2020-05-19,4840.0,4960.0,4680.0,4680.0,439.007.421.875,128504500
2020-05-20,4720.0,4800.0,4690.0,4765.0,446.980.859.375,119158000
2020-05-26,4775.0,5000.0,4775.0,4970.0,46.621.083.984.375,176076500
2020-05-27,4970.0,5000.0,4855.0,4965.0,465.741.845.703.125,151753500
2020-05-28,5000.0,5320.0,5000.0,5295.0,49.669.755.859.375,229233000
2020-05-29,5295.0,5295.0,5190.0,5190.0,486.847.998.046.875,399414000
2020-06-02,5260.0,5500.0,5240.0,5360.0,502.794.775.390.625,181369500
2020-06-03,5410.0,5780.0,5400.0,5780.0,54.219.296.875,279673500
2020-06-04,5780.0,5990.0,5600.0,5790.0,54.313.095.703.125,236158500
2020-06-05,5790.0,5855.0,5585.0,5725.0,537.033.642.578.125,88157500
2020-06-08,5755.0,5925.0,5755.0,5900.0,55.344.951.171.875,173557500
2020-06-09,5940.0,5995.0,5795.0,5805.0,544.538.037.109.375,100110000
2020-06-10,5800.0,5865.0,5595.0,5800.0,544.068.994.140.625,115382500
2020-06-11,5750.0,5810.0,5605.0,5680.0,53.281.240.234.375,85187500
2020-06-12,5680.0,5680.0,5480.0,5670.0,531.874.365.234.375,96044000
2020-06-15,5680.0,5710.0,5500.0,5500.0,515.927.490.234.375,100844500
2020-06-16,5580.0,5795.0,5580.0,5760.0,540.316.748.046.875,91518500
2020-06-17,5800.0,5800.0,5680.0,5720.0,536.564.599.609.375,79800000
2020-06-18,5720.0,5740.0,5585.0,5585.0,5.239.009.765.625,68032000
2020-06-19,5600.0,5650.0,5545.0,5575.0,522.962.890.625,110071000
2020-06-22,5595.0,5660.0,5530.0,5540.0,519.679.736.328.125,51590500
2020-06-23,5570.0,5660.0,5520.0,5620.0,527.184.130.859.375,69954000
2020-06-24,5650.0,5760.0,5640.0,5705.0,53.515.751.953.125,57333000
2020-06-25,5700.0,5745.0,5640.0,5725.0,537.033.642.578.125,51415000
2020-06-26,5720.0,5760.0,5640.0,5645.0,52.952.919.921.875,57467500
2020-06-29,5640.0,5695.0,5585.0,5675.0,532.343.408.203.125,48796500
2020-06-30,5700.0,5740.0,5660.0,5695.0,53.421.953.125,74474000
2020-07-01,5700.0,5800.0,5675.0,5800.0,544.068.994.140.625,63959000
2020-07-02,5775.0,5870.0,5760.0,5870.0,550.635.302.734.375,75585500
2020-07-03,5870.0,5905.0,5840.0,5870.0,550.635.302.734.375,52219000
2020-07-06,5860.0,5935.0,5850.0,5935.0,556.732.666.015.625,67800000
2020-07-07,5940.0,5995.0,5900.0,5990.0,561.891.943.359.375,74168000
2020-07-08,5990.0,6265.0,5980.0,6200.0,581.591.064.453.125,106444500
